data,ora,Lat N,Long E,prof (km),Md
02/04/15,00.34.46.24,37.741,15.087,6.05,2.1
10/13/12,10.35.05.54,37.728,15.131,7.04,1.5
05/09/28,06.50.00.67,37.738,15.12,0.97,2.4
12/12/14,04.21.12.28,37.735,14.994,0.46,1.2
03/09/04,05.53.20.76,37.733,15.084,6.36,1.3
07/10/02,00.32.49.62,37.757,15.109,4.35,1.5
02/06/24,05.16.25.00,37.734,15.068,3.89,1.7
03/03/19,15.42.51.54,37.67,15.102,3.98,2.1
07/01/15,04.57.25.15,37.709,15.04,1.24,2.4
04/05/20,12.04.26.16,37.744,15.066,5.19,1.9
07/01/14,10.28.15.28,37.722,15.016,1.54,2.6
07/01/14,12.46.14.88,37.725,15.009,1.91,2.7
06/13/30,12.45.20.59,37.61,14.985,3.62,2.0
03/02/24,23.47.18.00,37.717,15.068,3.64,2.5
02/13/21,00.20.26.70,37.729,15.068,3.71,1.9
03/07/03,11.30.55.51,37.692,15.072,2.99,1.6
07/03/18,23.11.26.97,37.733,15.087,5.26,2.5
12/15/13,15.10.48.43,37.803,15.039,0.56,1.4
09/07/27,13.19.19.97,37.714,15.076,2.06,1.8
07/01/15,16.08.30.65,37.718,15.005,-1.25,2.5
08/04/03,15.20.23.35,37.739,15.086,4.35,2.7
03/06/19,13.47.17.46,37.714,15.043,2.63,1.8
03/16/11,00.47.01.14,37.715,15.079,3.95,0.9
02/03/17,01.30.43.69,37.788,15.018,5.87,2.5
04/06/20,18.02.29.59,37.739,15.089,5.18,1.3
10/15/30,18.01.05.92,37.659,15.098,8.68,2.1
06/16/22,11.09.26.97,37.692,15.053,5.7,1.7
11/10/17,01.55.10.47,37.839,15.108,2.23,1.4
01/13/19,02.00.22.59,37.666,15.149,1.94,2.2
06/08/01,19.04.12.19,37.692,15.116,2.09,1.3
03/04/08,01.07.24.61,37.69,15.073,5.53,1.7
05/05/03,21.26.36.79,37.682,15.166,3.29,2.1
08/09/30,00.07.40.14,37.752,15.067,4.36,1.3
07/01/13,02.47.05.96,37.71,15.019,2.01,2.4
05/04/16,23.56.31.61,37.742,15.07,3.76,1.2
04/04/24,03.47.46.74,37.739,15.057,3.37,1.5
10/02/27,01.34.25.62,37.761,15.015,0.,2.4
02/12/18,13.09.35.36,37.749,15.07,4.84,1.3
08/02/26,18.39.01.94,37.757,15.011,4.36,2.1
07/01/13,02.28.41.13,37.715,15.017,0.31,2.3
10/00/10,05.17.58.32,37.749,15.078,4.61,2.0
10/13/17,22.10.18.75,37.749,14.996,0.08,1.1
11/02/03,13.43.40.83,37.701,15.132,1.78,2.2
02/13/18,18.59.09.64,37.735,15.051,3.5,1.7
10/06/13,18.32.38.86,37.73,15.09,6.09,2.2
03/05/23,05.30.44.44,37.665,15.108,4.98,1.7
06/07/16,06.44.49.68,37.799,15.041,0.29,2.0
07/16/04,17.35.36.16,37.825,15.115,-0.31,1.9
06/06/14,09.48.48.66,37.752,15.031,3.82,1.3
09/16/29,21.29.12.85,37.740,15.118,6.07,1.2
03/03/14,03.42.31.26,37.668,15.131,1.87,2.9
03/04/02,21.09.55.47,37.684,15.091,5.92,1.5
10/12/03,11.02.42.96,37.804,15.051,-0.55,1.4
09/16/20,02.38.47.74,37.752,14.979,2.1,1.0
01/15/12,14.30.01.51,37.756,15.116,4.09,1.4
03/01/12,12.22.28.61,37.746,14.994,0.85,2.5
04/10/02,23.48.07.75,37.805,15.047,-0.65,2.1
05/12/11,02.27.56.09,37.749,15.062,2.16,1.3
10/10/25,03.56.03.51,37.754,15.008,1.32,2.0
08/03/13,05.11.34.65,37.74,15.07,5.,1.8
02/06/14,17.52.56.23,37.722,15.075,1.83,1.0
07/01/13,00.31.55.22,37.74,15.009,0.94,2.6
08/04/17,23.24.50.40,37.814,15.086,3.49,2.0
07/01/15,08.41.09.97,37.703,15.018,0.88,2.4
07/04/22,02.10.49.11,37.707,15.075,4.46,1.9
10/15/28,01.07.17.82,37.695,14.989,1.73,1.2
06/06/08,22.06.46.63,37.659,15.143,-1.58,2.8
11/02/03,13.44.39.18,37.699,15.128,1.17,2.4
05/09/24,00.06.25.19,37.739,15.086,3.79,1.4
10/07/09,03.22.09.50,37.667,15.044,4.85,1.8
10/02/27,00.36.09.69,37.75,15.013,0.98,3.1
03/01/06,12.51.43.58,37.728,15.052,2.9,2.0
08/15/10,19.24.49.15,37.651,14.966,3.66,1.8
08/12/12,05.04.35.22,37.807,15.089,2.59,3.0
09/09/29,18.26.55.11,37.739,15.078,4.25,1.2
07/01/13,03.45.13.54,37.708,15.043,1.23,2.7
06/07/15,13.08.50.51,37.721,15.055,3.54,1.5
09/16/22,01.46.01.64,37.754,15.107,4.29,0.7
01/13/19,13.18.09.67,37.736,14.986,0.25,1.3
10/15/20,02.14.10.95,37.754,14.801,6.97,1.6
01/10/21,20.04.32.19,37.748,15.045,2.28,1.2
08/06/04,02.07.40.94,37.76,15.112,6.44,1.8
10/04/07,12.26.39.49,37.749,15.076,7.1,2.2
05/06/28,13.07.59.47,37.734,15.076,3.09,1.7
10/02/27,02.42.11.80,37.813,15.097,2.12,3.4
01/16/21,12.58.33.21,37.693,14.976,3.71,1.5
05/08/14,19.20.21.94,37.755,15.057,1.74,1.2
02/15/10,21.44.45.45,37.74,15.072,4.21,1.3
11/07/14,12.37.09.81,37.811,15.053,-0.96,1.9
04/16/14,12.58.29.84,37.721,15.140,1.35,1.8
08/12/19,06.39.38.39,37.815,15.123,2.43,2.0
02/05/05,14.36.00.76,37.668,15.088,3.74,2.6
01/08/27,16.07.23.04,37.712,15.09,4.08,1.0
01/13/19,02.13.27.87,37.668,15.145,1.44,1.9
03/02/24,23.06.29.86,37.722,15.068,3.79,1.7
10/12/27,11.01.27.38,37.723,15.082,5.75,1.9
10/11/12,00.08.36.80,37.737,15.054,3.16,1.3
12/15/20,16.38.37.64,37.802,15.037,0.35,1.0
07/03/01,08.36.25.40,37.714,15.075,4.96,2.6
07/04/22,01.40.58.97,37.735,15.076,5.85,1.4
06/03/27,14.56.12.15,37.731,15.114,3.74,2.8
07/09/18,22.52.03.00,37.683,15.118,-1.53,1.3
04/10/18,17.35.13.86,37.757,15.058,4.1,1.3
05/06/17,19.43.15.25,37.677,14.809,1.15,1.9
04/01/16,12.24.23.42,37.635,14.835,1.92,2.6
01/09/08,15.39.49.50,37.677,14.951,9.72,2.7
04/10/02,20.16.45.76,37.813,15.126,1.49,2.2
02/04/16,08.27.22.68,37.74,15.048,3.94,1.8
07/10/02,00.32.19.24,37.756,15.097,3.81,1.5
08/01/15,00.38.17.89,37.698,15.057,2.7,1.6
07/12/28,22.35.12.30,37.728,15.131,9.14,1.1
11/02/03,00.22.30.08,37.723,15.118,5.3,2.3
05/08/25,18.53.20.57,37.72,15.076,3.04,1.5
04/01/25,19.43.56.24,37.735,15.043,4.59,1.6
07/04/27,01.27.04.65,37.747,15.075,5.97,1.4
05/11/14,05.12.24.88,37.697,15.015,1.62,1.2
04/10/29,10.18.05.15,37.714,15.085,3.22,1.2
03/06/13,15.32.31.34,37.729,15.094,3.69,1.5
09/16/27,11.05.51.63,37.689,14.979,3.42,1.7
09/12/25,00.56.19.70,37.734,15.079,6.42,1.8
07/01/22,12.32.13.83,37.689,15.06,-0.09,3.3
07/15/17,12.10.45.05,37.800,15.036,-0.23,1.3
07/16/22,10.54.31.18,37.691,15.121,7.14,1.7
08/08/25,22.43.18.01,37.775,15.074,4.,1.7
05/13/23,21.51.20.52,37.693,15.096,4.26,1.9
08/07/05,10.12.32.02,37.726,15.052,4.16,1.0
07/06/08,10.12.53.60,37.743,15.006,0.4,1.1
04/06/17,05.12.12.10,37.741,15.074,3.34,2.1
05/10/10,08.19.38.26,37.717,14.914,6.84,1.8
01/03/29,03.27.39.85,37.802,15.087,2.87,2.8
12/16/25,03.21.30.91,37.758,14.995,1.95,1.3
06/02/15,00.41.42.30,37.689,15.084,4.61,2.2
03/03/25,08.12.00.75,37.773,15.092,5.3,2.3
09/10/30,03.18.11.97,37.752,15.006,1.41,1.9
06/05/18,13.11.48.84,37.753,15.044,4.77,1.5
10/16/05,02.23.17.42,37.751,15.122,5.3,1.0
11/09/20,18.31.33.62,37.81,15.057,-0.52,2.2
10/02/29,20.35.16.13,37.73,15.066,2.79,2.0
11/06/17,15.57.44.05,37.699,15.112,4.33,1.6
10/06/01,08.50.13.62,37.686,15.087,4.44,1.7
07/04/09,23.21.27.50,37.689,15.077,5.27,2.1
07/01/12,22.51.33.89,37.705,15.028,1.22,2.4
07/01/12,23.32.14.71,37.714,15.017,1.31,2.4
04/15/19,08.18.43.48,37.807,15.121,0.81,2.7
06/12/27,22.11.46.04,37.717,15.101,5.78,2.9
04/10/23,02.55.39.76,37.71,15.059,2.53,1.2
07/01/13,22.34.30.80,37.704,15.049,0.87,2.5
03/03/09,07.55.59.77,37.685,15.103,4.58,3.0
07/03/01,10.05.32.13,37.75,14.999,0.23,1.5
09/05/08,07.23.43.26,37.726,15.076,1.8,1.0
08/06/03,19.16.14.23,37.754,15.109,6.82,1.4
04/09/21,18.29.24.20,37.698,14.914,0.13,2.0
09/04/01,00.26.35.13,37.689,15.074,3.34,1.5
11/12/12,04.43.48.07,37.715,15.015,3.44,1.5
09/15/30,14.58.30.24,37.803,15.054,0.19,1.5
06/04/01,11.18.31.68,37.796,15.053,0.69,3.4
09/06/29,07.03.36.64,37.744,15.06,5.32,1.5
12/00/02,11.38.56.18,37.7,14.961,2.32,1.6
04/04/01,10.50.51.65,37.748,15.045,3.38,2.7
06/08/03,16.11.22.45,37.677,15.132,0.29,1.6
05/03/25,08.29.02.47,37.747,15.081,6.47,2.7
05/08/03,07.42.47.50,37.8,15.034,0.32,2.2
03/16/11,00.47.10.84,37.716,15.077,4.35,1.3
05/09/31,01.56.26.33,37.804,15.048,-0.26,1.5
11/10/24,22.49.07.31,37.737,15.088,3.31,1.9
04/07/14,16.01.03.74,37.741,15.077,4.16,1.2
07/01/15,18.49.53.83,37.691,15.005,0.24,2.8
04/06/17,05.39.28.67,37.737,15.085,4.17,1.2
12/11/25,11.35.16.46,37.678,15.091,6.4,2.0
01/11/31,19.29.49.86,37.696,15.017,1.23,1.4
04/15/02,00.18.27.24,37.756,15.107,6.82,0.9
08/09/25,14.27.55.21,37.81,15.109,-0.06,2.1
02/04/14,23.08.57.43,37.746,15.085,5.64,1.5
10/02/31,06.51.40.96,37.709,15.063,2.33,1.9
11/16/24,17.40.50.85,37.741,14.995,0.34,1.1
03/02/24,23.00.01.53,37.715,15.062,3.98,2.7
07/11/11,08.53.51.45,37.74,15.083,6.92,2.3
04/04/21,06.36.49.98,37.672,15.093,5.88,2.1
11/12/01,09.53.01.66,37.732,15.143,9.3,1.8
02/07/10,22.32.08.96,37.732,15.055,3.97,1.3
07/01/13,03.34.57.31,37.724,15.01,0.4,2.6
10/10/03,07.12.34.79,37.753,15.009,1.01,1.9
07/01/13,08.38.41.79,37.71,15.04,1.18,2.8
03/03/19,04.51.11.40,37.682,15.086,4.15,1.5
07/01/13,23.00.31.09,37.723,15.015,1.97,2.6
05/08/03,07.43.19.95,37.804,15.034,0.35,2.3
04/14/21,21.42.24.53,37.638,15.061,0.22,2.1
02/04/12,04.24.43.60,37.745,15.065,5.91,1.5
07/01/13,07.21.20.29,37.718,15.025,1.97,2.4
11/12/08,08.50.38.41,37.746,15.024,-0.08,1.1
05/01/03,21.41.36.48,37.648,14.966,-1.56,3.2
03/09/14,15.15.39.02,37.735,15.091,5.99,1.5
01/08/07,14.16.16.94,37.719,14.953,5.45,2.4
07/01/13,04.01.02.03,37.729,14.999,0.36,2.6
03/08/03,20.30.27.01,37.674,15.036,8.63,1.1
10/02/27,01.07.46.68,37.754,15.09,3.05,2.4
07/01/14,17.52.30.58,37.679,14.966,5.46,1.7
07/09/05,01.20.24.82,37.728,15.093,2.55,2.2
07/01/14,00.06.05.50,37.724,14.947,-1.59,2.7
09/08/19,01.00.23.01,37.739,15.054,0.37,1.2
04/16/27,01.20.13.61,37.720,15.161,1.13,1.6
02/16/03,19.35.27.50,37.749,14.999,-1.41,1.2
01/05/13,13.10.58.25,37.727,15.097,4.36,1.4
02/06/28,18.31.30.38,37.734,15.072,3.59,1.4
09/05/14,19.11.02.62,37.71,15.104,5.26,1.6
05/08/01,22.43.49.16,37.811,15.073,-0.66,3.2
11/02/27,04.40.44.81,37.696,15.156,1.02,3.0
03/02/24,23.05.18.24,37.715,15.067,3.78,2.9
05/04/16,13.32.30.92,37.794,15.151,7.57,1.9
04/02/04,11.29.20.63,37.717,15.067,3.57,2.0
12/12/04,15.39.23.69,37.655,15.155,1.42,2.0
04/12/02,22.05.31.40,37.744,15.049,4.02,1.8
09/15/22,01.17.55.88,37.804,15.049,0.41,1.5
05/06/19,06.57.01.23,37.74,15.141,9.16,2.5
01/04/27,15.48.25.06,37.689,14.972,4.57,2.2
07/01/13,04.09.20.30,37.737,15.004,0.25,2.3
06/16/02,02.59.00.59,37.749,15.111,8.66,1.3
04/02/11,01.39.12.88,37.695,14.975,-1.29,1.9
07/09/30,10.58.55.24,37.716,15.157,9.21,1.4
12/05/22,00.42.37.58,37.685,15.128,1.07,1.8
03/02/25,00.15.19.49,37.72,15.067,4.,2.4
05/08/02,12.04.56.23,37.818,15.082,-1.57,3.0
10/09/30,18.05.12.68,37.769,15.107,3.24,1.3
05/16/05,03.18.13.47,37.654,15.187,0.01,2.1
09/05/11,18.36.29.18,37.647,14.998,4.18,2.5
05/08/13,21.28.27.14,37.809,15.058,-0.19,2.8
06/16/01,00.07.32.80,37.751,15.122,6.4,1.5
01/09/30,02.17.52.00,37.726,14.853,3.09,1.7
02/03/13,09.14.46.82,37.817,15.095,1.54,2.8
11/07/01,11.55.06.50,37.725,15.059,4.86,2.4
01/11/03,18.05.26.17,37.757,15.109,4.09,1.1
07/11/07,02.48.59.18,37.728,15.093,5.03,2.3
11/05/12,07.19.28.22,37.67,15.051,3.92,1.5
08/05/06,00.46.03.33,37.734,15.075,5.7,1.6
10/10/25,04.20.10.45,37.75,15.005,1.47,1.3
08/01/02,09.42.15.47,37.674,15.07,3.23,1.8
08/09/25,14.26.32.06,37.813,15.12,1.14,2.0
04/16/16,05.25.24.51,37.740,15.115,3.8,1.0
07/01/16,23.19.50.38,37.715,15.005,-0.45,3.6
07/14/12,00.07.15.16,37.661,15.05,3.39,1.7
07/05/18,18.46.31.67,37.668,15.102,6.94,1.9
04/08/30,22.25.14.27,37.75,15.039,5.16,1.3
11/00/07,02.21.27.51,37.743,15.036,4.18,2.2
09/09/27,06.34.28.80,37.755,15.004,1.65,2.0
10/16/25,23.31.48.79,37.684,14.921,0.01,1.4
07/01/15,23.33.07.08,37.701,15.083,4.24,2.6
07/02/09,04.46.06.55,37.655,15.057,0.88,2.9
04/04/01,20.54.42.33,37.731,15.071,4.91,1.5
07/01/15,10.34.37.00,37.711,15.043,0.14,2.8
09/16/23,16.21.45.47,37.745,15.120,6.14,2.2
06/04/01,10.32.28.75,37.8,15.04,0.38,3.5
03/03/09,08.25.36.27,37.678,15.11,6.11,2.5
06/03/27,10.47.54.54,37.733,15.068,4.07,1.6
11/02/24,06.59.58.99,37.691,15.083,4.24,3.7
11/07/15,16.47.27.16,37.695,15.115,2.22,1.2
01/01/09,08.13.17.75,37.701,15.07,3.56,2.5
01/16/21,23.58.12.57,37.739,15.074,6.16,1.4
11/16/14,21.02.49.34,37.688,14.966,3.36,1.6
07/11/07,16.08.47.10,37.713,15.083,4.04,1.5
11/09/01,20.24.32.40,37.711,15.099,5.46,1.1
02/10/08,00.03.48.75,37.704,15.113,4.31,1.9
07/16/21,13.02.55.59,37.626,14.975,1.01,1.8
04/15/20,01.13.46.51,37.814,15.124,0.87,2.2
10/02/28,23.25.47.53,37.726,15.052,2.14,2.0
10/05/22,15.41.27.84,37.698,15.068,3.53,2.5
12/08/25,03.40.04.97,37.809,15.086,-0.48,1.7
04/15/20,02.04.42.45,37.812,15.104,0.03,2.3
07/04/22,18.38.19.89,37.7,15.073,3.53,1.8
06/06/24,04.40.22.93,37.756,15.023,4.44,1.4
03/08/24,02.45.44.91,37.737,15.079,5.51,2.1
12/16/15,17.14.48.93,37.750,15.036,1.93,1.0
11/03/18,19.46.52.36,37.747,15.048,3.79,1.2
04/16/26,23.56.02.59,37.721,15.162,2.06,2.5
07/04/10,03.26.30.09,37.743,15.04,3.58,1.8
11/09/01,17.39.09.85,37.7,15.125,6.47,1.1
03/16/09,21.27.39.33,37.736,15.103,3.7,0.8
02/08/21,22.23.13.91,37.638,15.067,1.8,2.0
05/07/14,22.54.46.40,37.638,14.95,1.93,1.9
07/03/04,19.09.53.36,37.737,15.042,3.78,2.9
06/12/20,04.25.19.51,37.812,15.064,-1.43,2.2
09/05/23,00.44.22.58,37.738,15.055,1.46,1.9
01/13/09,19.54.27.30,37.749,15.001,1.48,1.5
10/12/12,22.12.07.24,37.678,15.152,2.5,2.0
03/07/27,00.55.33.50,37.811,15.131,0.84,2.5
01/04/07,10.06.59.80,37.801,15.034,1.72,2.5
11/07/17,17.41.47.57,37.743,15.044,3.61,1.5
04/10/02,21.28.39.53,37.807,15.061,-0.41,2.5
07/03/01,08.34.45.47,37.71,15.082,4.38,2.2
07/02/24,20.12.47.31,37.744,15.003,0.48,1.5
04/10/20,17.15.54.00,37.732,15.101,3.53,1.5
05/04/22,11.53.34.84,37.714,15.071,4.14,1.2
03/03/16,17.48.45.19,37.808,15.069,1.76,1.9
05/05/02,18.03.12.63,37.713,15.071,4.83,2.0
11/16/02,03.32.20.11,37.754,14.972,0.65,1.7
12/15/22,10.00.31.41,37.723,15.099,6.05,2.0
08/15/12,21.36.53.58,37.653,14.957,3.68,1.7
10/07/05,03.17.16.61,37.733,15.091,3.72,1.2
07/01/12,23.12.43.14,37.725,15.029,-0.03,2.7
06/06/26,00.02.54.90,37.736,15.091,4.87,1.3
07/01/13,03.28.53.12,37.71,15.015,1.09,2.5
05/05/03,08.18.26.10,37.718,15.087,2.69,1.2
07/01/12,23.37.53.22,37.715,15.017,0.79,2.6
05/05/26,17.20.54.53,37.741,15.083,3.87,1.8
10/03/08,13.27.01.58,37.659,14.967,7.06,2.5
09/16/25,09.55.27.84,37.753,15.119,4.31,1.4
06/02/15,01.52.41.89,37.706,15.059,2.55,1.8
12/10/02,12.25.32.71,37.804,15.063,0.28,1.7
07/01/13,00.47.39.06,37.718,15.016,3.84,2.2
05/08/13,09.20.18.42,37.768,14.998,-0.58,2.4
07/06/04,03.48.26.38,37.74,15.05,4.44,1.5
09/13/02,17.46.17.81,37.747,15.001,-0.23,1.5
06/02/27,23.35.53.21,37.742,15.045,4.08,2.2
02/01/05,14.47.22.75,37.731,15.038,4.15,1.9
10/12/15,21.27.15.40,37.756,15.021,3.27,1.3
12/16/07,22.46.24.17,37.844,14.937,8.21,1.5
09/16/25,08.46.39.29,37.753,15.119,6.36,1.4
05/11/02,13.34.24.25,37.747,15.101,5.01,1.4
04/03/28,20.41.46.40,37.728,15.089,5.18,2.1
05/10/19,09.25.44.55,37.756,15.002,2.16,1.4
12/16/24,16.33.21.57,37.720,15.012,3.9,2.0
09/16/25,04.54.28.56,37.757,15.114,4.24,1.5
08/07/27,17.20.09.93,37.661,15.142,0.15,2.3
03/03/09,08.28.48.07,37.678,15.106,5.31,2.5
02/10/04,23.21.01.30,37.753,15.004,2.07,1.5
10/02/27,03.28.55.30,37.77,15.01,1.2,2.8
04/06/08,20.18.58.44,37.671,15.093,5.68,1.3
07/14/17,20.13.24.91,37.735,15.06,4.89,1.9
09/16/27,06.14.12.69,37.764,15.123,6.22,1.8
05/10/22,04.23.44.27,37.637,14.977,9.25,1.9
11/07/11,23.13.37.38,37.709,15.024,2.15,1.2
07/01/15,09.00.59.23,37.709,14.885,4.14,3.4
07/01/13,04.17.45.96,37.714,15.013,1.48,2.3
07/01/12,23.39.54.36,37.737,15.013,1.29,2.3
09/11/22,17.35.48.34,37.735,15.111,4.18,1.2
10/02/27,07.32.06.20,37.782,15.021,4.73,3.2
11/02/03,05.35.14.27,37.733,15.046,1.87,2.1
01/16/26,00.36.09.41,37.687,15.089,4.29,1.0
04/09/03,15.49.27.14,37.799,15.04,-0.1,1.4
04/15/25,22.22.07.38,37.686,15.088,8.6,2.3
04/04/08,06.34.15.23,37.753,15.101,4.9,1.6
02/13/18,18.57.01.72,37.737,15.057,4.14,1.7
07/01/13,08.04.47.66,37.712,15.049,-1.57,2.8
10/11/09,02.10.44.18,37.745,15.063,3.12,1.1
07/01/13,04.05.34.77,37.734,15.001,4.34,2.6
11/12/02,08.50.56.12,37.753,15.004,2.1,1.5
03/16/20,03.36.31.10,37.750,15.128,2.81,1.0
05/07/10,01.46.08.59,37.69,14.98,3.78,1.7
02/01/10,06.11.40.11,37.722,15.007,4.2,1.8
09/12/18,06.20.49.32,37.704,15.142,5.35,2.2
08/09/25,20.39.02.34,37.81,15.09,0.35,2.2
03/11/25,03.13.42.13,37.706,14.986,3.56,1.2
12/10/19,14.07.36.51,37.712,15.074,3.93,2.5
10/05/21,04.58.43.91,37.674,15.073,3.06,2.2
02/04/14,23.43.47.26,37.742,15.085,5.89,2.0
07/12/18,00.27.27.03,37.531,14.907,1.84,2.7
08/05/12,00.57.36.50,37.759,15.1,4.28,1.2
05/11/11,05.06.43.90,37.745,15.003,-0.54,1.6
12/07/05,00.55.32.06,37.629,15.063,1.76,1.7
07/03/01,08.31.22.99,37.71,15.077,4.95,2.3
08/09/10,14.02.59.47,37.757,15.16,5.67,1.6
12/08/24,09.47.03.92,37.742,15.05,2.38,1.4
03/08/09,05.30.21.92,37.733,15.115,6.01,1.6
06/14/09,18.22.07.31,37.722,15.086,4.41,1.3
12/15/08,10.22.37.79,37.802,15.039,1.24,1.5
12/13/11,22.48.18.44,37.806,15.223,9.81,1.5
02/01/04,10.25.24.58,37.7,15.066,3.85,2.2
08/12/12,05.21.30.30,37.806,15.104,1.72,1.4
05/08/14,23.14.21.22,37.748,15.048,0.34,1.6
11/16/11,12.54.00.18,37.739,15.093,7.74,1.9
09/06/20,00.45.41.29,37.694,15.111,6.65,2.1
07/04/22,02.26.22.77,37.699,15.077,3.24,1.4
08/12/23,02.59.56.77,37.709,15.023,5.28,1.6
09/02/09,06.30.09.78,37.747,15.063,5.37,2.3
06/04/01,10.14.10.28,37.805,15.047,-0.09,3.0
09/05/04,01.35.58.47,37.736,15.058,4.31,1.2
09/06/30,17.45.28.60,37.691,15.083,9.,1.3
01/01/09,02.56.01.59,37.704,15.064,4.52,2.1
07/13/31,21.02.40.43,37.738,15.147,8.59,2.5
08/06/29,07.01.13.37,37.824,15.129,-1.58,3.2
06/07/30,22.29.14.47,37.704,15.028,5.03,1.7
10/16/03,08.18.54.24,37.751,15.110,7.19,2.9
10/16/04,00.39.20.97,37.741,15.140,6.81,1.4
07/01/15,10.11.49.41,37.712,15.065,3.91,2.4
09/04/28,20.20.39.28,37.76,15.078,6.31,1.7
06/06/28,17.26.46.55,37.752,15.006,2.37,1.4
07/01/13,07.54.52.50,37.715,15.017,2.08,2.3
07/01/15,00.13.21.96,37.721,15.023,2.58,1.8
07/01/18,11.23.03.15,37.713,15.083,4.09,2.8
04/03/02,17.15.31.17,37.789,15.089,3.97,1.8
05/07/08,21.29.26.74,37.736,15.046,3.02,1.5
11/00/24,16.36.35.78,37.718,15.008,2.37,1.8
12/12/24,04.45.00.80,37.724,15.006,3.12,1.2
06/08/26,13.54.47.22,37.738,15.118,1.59,2.3
01/14/13,04.20.40.76,37.742,15.093,8.,1.4
06/04/15,13.17.04.73,37.688,15.084,3.05,1.7
02/06/23,01.18.50.60,37.732,15.059,4.38,2.6
01/01/09,02.51.58.48,37.704,15.073,3.18,3.5
09/09/29,18.25.31.68,37.74,15.078,3.86,1.5
07/03/08,04.06.25.25,37.694,15.074,4.12,2.5
07/01/15,04.57.48.24,37.703,15.045,0.59,3.5
07/01/12,23.44.45.97,37.709,15.022,0.99,2.5
08/01/20,23.26.08.68,37.71,15.077,4.04,2.2
04/03/05,19.19.14.27,37.815,15.12,2.77,2.9
07/01/14,09.30.13.94,37.71,15.017,2.06,2.3
10/12/31,03.47.39.23,37.741,15.009,1.42,1.1
07/01/13,02.37.49.45,37.715,15.013,1.2,2.6
04/10/10,12.22.30.05,37.681,15.046,7.08,1.9
05/10/12,22.05.32.41,37.743,15.053,3.2,1.3
07/10/15,19.55.22.65,37.752,15.094,6.02,1.3
07/03/04,19.19.37.42,37.739,15.037,3.86,2.7
07/01/13,21.16.44.97,37.726,15.014,1.57,2.7
04/01/11,18.49.15.81,37.749,15.028,4.22,1.7
12/15/08,09.36.21.66,37.811,15.045,0.93,2.4
05/03/07,01.20.32.28,37.734,15.092,5.89,1.8
09/10/19,01.17.57.53,37.756,15.001,1.18,1.1
09/06/29,08.16.16.23,37.735,15.084,4.77,1.6
07/07/04,04.12.41.30,37.715,14.91,6.84,1.8
01/10/16,03.54.10.24,37.743,15.056,4.25,1.5
09/16/25,04.53.42.87,37.758,15.104,6.29,1.8
03/12/17,05.37.29.40,37.659,14.952,2.85,1.4
03/03/09,07.57.25.15,37.679,15.108,6.24,2.5
02/02/03,16.35.52.69,37.706,15.047,2.74,1.4
10/16/04,21.44.07.07,37.742,15.137,6.53,1.7
04/16/21,00.08.13.47,37.690,14.931,1.68,1.0
08/02/31,21.18.51.15,37.702,14.982,9.17,3.0
09/16/25,09.27.44.77,37.748,15.106,6.08,2.6
04/05/09,17.57.40.17,37.662,15.15,1.84,1.7
07/01/15,21.22.27.25,37.719,14.998,-1.59,2.8
05/08/03,22.57.06.37,37.816,15.057,-0.38,1.7
03/11/30,03.49.58.49,37.725,15.079,5.73,1.3
07/01/13,23.46.26.03,37.699,15.015,1.71,2.6
11/05/10,02.40.23.36,37.627,14.894,5.81,2.3
